%-------
%  /data/instrument/database_active/output/station_average/spo_av.csv
% From Archive Dated 08-Apr-2019 13:12:39
%
% Aspirated and Non-aspirated sample mean flask results for Station SPO
%
% Column 1 is the sample date in YYYY-MM-DD format. 
%
% Column 2 is the sample time in HH:MM format. 
%
% Column 3 is the date in decimal format. 
%
% Column 4 is a flag for identifying uncertainty in the reported sampling time.
%   All sampling date/times are nominally corrected to UTC. But in some cases
%   the relevant correction is uncertain due to incomplete information on the
%   original sample log sheets. In this case Column 8 gives the (assumed)
%   correction applied (in hours). The flag is otherwise set to "UTC" indicating
%   that the time is not uncertain.
%
% Column 5 is a 3-letter station identifier.
%
%
% Licor:  CO2 concentration (ppm) as measured on Licor; corrected for
%     non-linearity and primary drift
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% Siemens: CO2 concentration (ppm) as measured on Siemens; corrected for
%     non-linearity and primary drift
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% 44/28: CO2 concentration (ppm) as calculated from reduced ratio 40/28
%     on ISOPRIME; corrected for primary drift and interferences
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% Interf:  delta O2/N2 from interferometer; corrected for CO2 interference
%     and primary drift
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% 32/28; delta 32/28 (per meg) on ISOPRIME; corrected for primary drift
%     and interferences
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% 40/28: delta  40/28 (per meg) on ISOPRIME; corrected for primary drift
%     and interferences
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% APO: Atmospheric potential oxygen calculated from Siemens CO2 and Interferometer O2 as
%        APO =O2 + (1.1/0.20946)*(CO2-350) 
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
%
% Flasks with other flag values >0 have been rejected from sample mean for other reasons.
%
%
%     Date,  Time, T-Decimal,Zone,Sta,   Licor, N,  SD, Siemens, N,  SD,   44/28, N,  SD,  Interf, N,  SD,   32/28, N,  SD,   40/28, N,  SD,     APO, N,  SD
%-------
2011-07-15, 21:49, 2011.5367, UTC,SPO,  387.92, 3,0.04,  387.88, 3,0.04,  387.69, 3,0.04, -473.88, 3,0.46, -470.75, 3,0.04,   22.33, 3,1.67, -274.95, 6,0.50
2011-08-01, 22:22, 2011.5834, UTC,SPO,  388.05, 2,0.05,  388.13, 3,0.11,  387.81, 2,0.06, -480.29, 3,2.86, -477.39, 3,1.11,   12.95, 3,4.90, -280.03, 6,2.98
2011-08-16, 03:40, 2011.6223, UTC,SPO,  388.56, 3,0.13,  388.47, 3,0.08,  388.34, 3,0.14, -492.34, 3,3.05, -486.67, 3,1.16,   11.04, 3,2.32, -290.31, 6,3.13
2011-09-02, 03:25, 2011.6689, UTC,SPO,  388.68, 3,0.12,  388.62, 3,0.10,  388.41, 3,0.12, -497.48, 3,2.35, -490.10, 3,2.80,   18.34, 3,3.09, -294.67, 6,2.45
2011-09-15, 04:18, 2011.7046, UTC,SPO,  388.71, 3,0.10,  388.69, 3,0.08,  388.41, 3,0.12, -495.35, 3,3.06, -488.14, 3,0.74,   24.48, 3,2.35, -292.17, 6,3.15
2011-10-04, 02:13, 2011.7564, UTC,SPO,  388.97, 3,0.09,  388.89, 3,0.05,  388.69, 3,0.09, -501.37, 3,2.27, -498.33, 3,2.12,    6.58, 3,2.16, -297.15, 6,2.32
2011-10-15, 22:25, 2011.7889, UTC,SPO,  388.93, 3,0.10,  388.87, 3,0.07,  388.65, 3,0.09, -503.35, 2,0.40, -497.10, 3,0.98,    2.76, 3,2.59, -299.23, 5,0.47
2011-11-01, 21:41, 2011.8354, UTC,SPO,  388.88, 3,0.11,  388.82, 3,0.07,  388.58, 3,0.10, -496.10, 2,0.38, -493.39, 2,1.05,  -12.23, 3,23.33, -292.25, 5,0.45
2011-11-15, 02:28, 2011.8715, UTC,SPO,  389.13, 3,0.14,  389.10, 3,0.15,  388.89, 3,0.13, -486.08, 3,4.28, -482.08, 3,0.53,    4.42, 3,10.92, -280.72, 6,4.43
2011-12-01, 05:57, 2011.9157, UTC,SPO,  389.18, 3,0.07,  389.15, 3,0.07,  388.94, 3,0.08, -479.64, 2,0.54, -478.14, 3,2.50,   12.97, 3,6.54, -274.06, 5,0.62
2011-12-16, 23:56, 2011.9589, UTC,SPO,  388.61, 3,0.07,  388.59, 3,0.04,  388.36, 3,0.05, -475.83, 2,3.45, -472.50, 2,4.22,   16.40, 2,2.62, -273.17, 5,3.49
2012-01-01, 03:27, 2012.0004, UTC,SPO,  388.87, 3,0.07,  388.85, 3,0.07,  388.60, 3,0.08, -456.23, 2,1.32, -459.32, 3,4.40,   21.40, 3,14.57, -252.22, 5,1.39
2012-01-15, 08:35, 2012.0392, UTC,SPO,  388.92, 2,0.04,  388.93, 2,0.04,  388.71, 2,0.06, -462.99, 1,0.00, -454.70, 2,1.59,   18.61, 2,4.69, -258.55, 3,0.04
2012-02-01, 21:47, 2012.0872, UTC,SPO,  388.75, 3,0.07,  388.77, 3,0.09,  388.52, 3,0.09, -464.12, 2,2.71, -446.61, 3,3.04,   25.09, 3,4.12, -260.52, 5,2.79
2012-02-17, 22:10, 2012.1309, UTC,SPO,  388.21, 3,0.09,  388.23, 3,0.10,  387.97, 3,0.11, -438.27, 3,3.39, -434.68, 3,0.74,   33.19, 3,6.03, -237.50, 6,3.49
2012-03-01, 02:07, 2012.1642, UTC,SPO,  388.75, 2,0.06,  388.68, 2,0.07,  388.52, 2,0.03, -458.46, 2,6.76, -449.38, 2,3.85,   20.42, 2,1.19, -255.33, 4,6.83
2012-03-15, 02:49, 2012.2025, UTC,SPO,  388.47, 3,0.13,  388.31, 2,0.10,  388.26, 3,0.12, -447.89, 2,3.83, -439.33, 3,4.07,   35.34, 3,11.01, -246.71, 4,3.92
2012-04-01, 23:10, 2012.2513, UTC,SPO,  388.50, 2,0.00,  388.47, 2,0.01,  388.25, 2,0.01, -456.31, 2,6.74, -445.04, 2,4.38,   24.79, 2,12.71, -254.29, 4,6.75
2012-04-15, 22:54, 2012.2895, UTC,SPO,  388.80, 3,0.04,  388.78, 3,0.04,  388.58, 3,0.05, -452.18, 2,2.12, -449.35, 3,2.46,   27.79, 3,1.67, -248.51, 5,2.16
2012-05-01, 04:25, 2012.3311, UTC,SPO,  388.81, 2,0.11,  388.75, 2,0.16,  388.54, 2,0.13, -470.45, 2,5.52, -460.16, 2,3.13,   26.45, 2,5.76, -266.97, 4,5.69
2012-05-15, 17:44, 2012.3709, UTC,SPO,  388.94, 3,0.04,  388.93, 3,0.04,  388.74, 3,0.04, -462.61, 2,5.39, -462.50, 3,1.39,   34.17, 3,9.26, -258.15, 5,5.43
2012-06-01, 02:09, 2012.4155, UTC,SPO,  389.26, 3,0.02,  389.21, 3,0.01,  389.01, 3,0.02, -478.70, 3,1.93, -479.37, 3,3.40,   27.59, 3,7.03, -272.79, 6,1.95
2012-06-15, 12:14, 2012.4549, UTC,SPO,  389.43, 3,0.04,  389.38, 3,0.03,  389.15, 3,0.01, -482.35, 3,3.52, -473.52, 2,4.79,   31.34, 3,16.01, -275.55, 6,3.55
2012-07-01, 01:00, 2012.4974, UTC,SPO,  389.71, 3,0.06,  389.67, 3,0.05,  389.42, 3,0.05, -484.08, 2,6.14, -486.41, 3,1.48,   36.28, 3,5.06, -275.77, 5,6.19
2012-07-15, 01:38, 2012.5357, UTC,SPO,  390.13, 3,0.03,  390.10, 3,0.02,  389.85, 3,0.03, -490.04, 3,1.84, -491.02, 3,2.33,   42.73, 3,2.44, -279.45, 6,1.86
2012-08-01, 01:02, 2012.5821, UTC,SPO,  390.42, 2,0.08,  390.40, 2,0.10,  390.17, 2,0.09, -515.36, 2,4.99, -500.63, 2,4.48,   29.93, 2,6.73, -303.19, 4,5.08
2012-08-15, 17:32, 2012.6222, UTC,SPO,  391.06, 2,0.16,  391.02, 2,0.15,  390.76, 2,0.14, -503.00, 2,0.68, -501.24, 2,2.15,   29.90, 2,6.99, -287.55, 4,0.83
2012-09-01, 16:23, 2012.6685, UTC,SPO,  390.95, 3,0.02,  390.92, 3,0.04,  390.65, 3,0.03, -519.79, 3,2.89, -514.62, 3,3.24,   21.79, 3,7.69, -304.90, 6,2.92
2012-09-15, 01:00, 2012.7050, UTC,SPO,  391.13, 3,0.02,  391.08, 3,0.03,  390.82, 3,0.02, -517.88, 3,1.27, -514.81, 3,1.28,   16.48, 3,4.86, -302.12, 6,1.30
2012-10-01, 02:21, 2012.7489, UTC,SPO,  391.09, 3,0.03,  391.04, 3,0.04,  390.79, 3,0.02, -521.33, 3,2.04, -514.32, 3,1.54,   13.82, 3,0.90, -305.82, 6,2.08
2012-10-15, 20:17, 2012.7892, UTC,SPO,  391.21, 3,0.05,  391.17, 3,0.03,  390.91, 3,0.05, -519.73, 3,2.66, -513.23, 3,2.25,   17.87, 3,4.99, -303.52, 6,2.69
2012-11-02, 02:33, 2012.8364, UTC,SPO,  391.15, 3,0.01,  391.13, 3,0.02,  390.88, 3,0.01, -512.13, 2,1.24, -514.91, 3,4.19,   14.57, 3,6.51, -296.11, 5,1.26
2012-11-15, 03:05, 2012.8719, UTC,SPO,  391.20, 1,0.00,  391.19, 1,0.00,  390.90, 1,0.00, -511.14, 1,0.00, -511.70, 1,0.00,    4.70, 1,0.00, -294.83, 2,0.00
2012-12-18, 05:11, 2012.9623, UTC,SPO,  391.33, 2,0.15,  391.30, 2,0.14,  391.05, 2,0.14, -496.39, 2,2.26, -492.50, 2,6.18,   12.31, 2,7.35, -279.50, 4,2.40
2013-01-03, 20:41, 2013.0078, UTC,SPO,  391.40, 3,0.03,  391.31, 3,0.05,  391.08, 3,0.04, -492.04, 3,1.60, -484.07, 3,2.43,   23.16, 3,0.21, -275.08, 6,1.65
2013-01-15, 21:22, 2013.0408, UTC,SPO,  391.00, 2,0.18,  390.90, 2,0.08,  390.69, 2,0.16, -473.78, 2,2.41, -471.44, 2,4.74,   17.20, 2,6.52, -258.99, 4,2.50
2013-02-04, 22:32, 2013.0957, UTC,SPO,  391.20, 2,0.01,  391.19, 2,0.01,  390.90, 2,0.01, -450.97, 2,5.49, -452.97, 3,2.30,   71.28, 2,6.75, -234.68, 4,5.50
2013-02-15, 00:57, 2013.1234, UTC,SPO,  390.99, 3,0.15,  390.97, 3,0.14,  390.77, 3,0.15, -474.13, 3,1.90, -467.86, 3,1.68,   25.86, 3,5.85, -258.99, 6,2.03
2013-03-01, 02:00, 2013.1619, UTC,SPO,  390.96, 3,0.05,  390.87, 3,0.06,  390.75, 3,0.04, -470.62, 3,1.20, -464.06, 3,2.17,   35.03, 3,2.52, -255.97, 6,1.26
2013-03-15, 00:31, 2013.2001, UTC,SPO,  391.05, 3,0.08,  391.01, 3,0.09,  390.83, 3,0.07, -469.25, 3,3.18, -465.64, 3,1.02,   46.38, 3,10.96, -253.89, 6,3.27
2013-04-02, 19:36, 2013.2516, UTC,SPO,  391.22, 2,0.05,  391.15, 2,0.01,  390.97, 2,0.00, -469.22, 2,7.75, -461.69, 2,7.50,   64.61, 2,17.10, -253.09, 4,7.76
2013-04-15, 01:52, 2013.2851, UTC,SPO,  391.62, 3,0.05,  391.56, 3,0.01,  391.38, 3,0.06, -489.19, 3,1.03, -480.35, 3,0.83,   19.89, 3,4.92, -270.93, 6,1.04
2013-05-01, 01:22, 2013.3289, UTC,SPO,  391.97, 2,0.08,  391.88, 2,0.11,  391.72, 2,0.06, -484.40, 2,6.08, -478.80, 2,3.67,   56.48, 2,10.23, -264.44, 4,6.19
2013-05-15, 01:45, 2013.3673, UTC,SPO,  391.99, 3,0.03,  391.95, 3,0.05,  391.72, 3,0.04, -489.65, 3,1.31, -484.98, 3,1.30,   35.87, 3,6.52, -269.32, 6,1.37
2013-06-01, 01:27, 2013.4139, UTC,SPO,  392.34, 3,0.07,  392.28, 3,0.08,  392.07, 3,0.08, -515.29, 3,3.26, -511.95, 3,4.42,    6.92, 3,9.50, -293.27, 6,3.34
2013-06-15, 01:54, 2013.4523, UTC,SPO,  392.57, 3,0.05,  392.51, 3,0.05,  392.30, 3,0.04, -509.59, 3,3.23, -503.30, 3,1.15,   22.70, 3,4.57, -286.34, 6,3.28
2013-07-01, 02:02, 2013.4961, UTC,SPO,  392.69, 3,0.07,  392.64, 3,0.03,  392.41, 3,0.03, -518.87, 3,2.25, -513.82, 3,1.23,   18.34, 3,2.72, -294.96, 6,2.29
2013-07-16, 01:36, 2013.5372, UTC,SPO,  393.05, 3,0.14,  393.03, 3,0.13,  392.78, 3,0.13, -524.79, 3,3.97, -521.33, 3,2.25,   23.11, 3,7.37, -298.82, 6,4.09
2013-08-01, 01:48, 2013.5810, UTC,SPO,  393.29, 3,0.05,  393.27, 3,0.04,  392.99, 3,0.04, -527.04, 3,1.76, -521.75, 3,2.04,   24.25, 3,3.03, -299.80, 6,1.80
2013-08-15, 01:57, 2013.6194, UTC,SPO,  393.63, 3,0.07,  393.59, 3,0.10,  393.33, 3,0.09, -533.90, 3,3.32, -528.89, 3,4.34,   28.84, 3,11.22, -304.98, 6,3.42
2013-09-01, 02:14, 2013.6660, UTC,SPO,  393.67, 3,0.06,  393.65, 3,0.06,  393.36, 3,0.07, -536.65, 2,0.22, -535.07, 3,3.66,   30.57, 3,13.09, -307.42, 5,0.28
2013-09-16, 21:43, 2013.7093, UTC,SPO,  393.91, 3,0.08,  393.84, 3,0.06,  393.60, 3,0.07, -537.09, 3,2.95, -532.59, 3,2.92,   36.12, 3,7.13, -306.84, 6,3.00
2013-10-01, 20:12, 2013.7503, UTC,SPO,  393.84, 3,0.02,  393.82, 3,0.01,  393.53, 3,0.04, -542.49, 3,0.70, -535.12, 3,0.91,   26.89, 3,4.22, -312.36, 6,0.71
2013-10-15, 02:24, 2013.7866, UTC,SPO,  393.77, 3,0.06,  393.74, 3,0.04,  393.45, 3,0.05, -549.19, 3,0.70, -542.80, 3,2.30,   22.54, 3,6.19, -319.50, 6,0.74
2013-11-02, 01:46, 2013.8358, UTC,SPO,  393.81, 3,0.04,  393.79, 3,0.03,  393.51, 3,0.03, -544.48, 3,0.61, -540.48, 3,3.36,   25.69, 3,9.57, -314.51, 6,0.63
2013-11-18, 01:09, 2013.8796, UTC,SPO,  393.75, 3,0.01,  393.72, 3,0.04,  393.44, 3,0.02, -536.97, 3,1.41, -532.46, 3,1.32,   20.62, 3,0.72, -307.37, 6,1.44
2013-12-01, 01:16, 2013.9152, UTC,SPO,  393.83, 3,0.03,  393.78, 3,0.07,  393.50, 3,0.02, -529.47, 3,1.88, -524.42, 3,1.14,    8.24, 3,11.46, -299.57, 6,1.95
2013-12-17, 21:55, 2013.9614, UTC,SPO,  393.84, 3,0.11,  393.78, 3,0.08,  393.48, 3,0.13, -524.88, 3,0.14, -520.67, 3,0.23,    6.20, 3,6.54, -294.96, 6,0.22
2014-01-01, 00:55, 2014.0001, UTC,SPO,  393.80, 3,0.10,  393.77, 3,0.06,  393.48, 3,0.07, -521.49, 3,1.52, -515.84, 3,0.72,   12.77, 3,3.82, -291.64, 6,1.59
2014-01-15, 17:30, 2014.0404, UTC,SPO,  393.80, 3,0.07,  393.76, 3,0.03,  393.50, 3,0.07, -510.48, 3,0.84, -507.00, 3,0.58,   18.50, 3,2.13, -280.66, 6,0.87
2014-02-02, 01:19, 2014.0878, UTC,SPO,  393.65, 3,0.03,  393.60, 3,0.04,  393.36, 3,0.03, -499.46, 3,4.37, -494.32, 3,1.35,   38.43, 3,8.53, -270.48, 6,4.41
2014-02-15, 03:25, 2014.1237, UTC,SPO,  393.43, 3,0.03,  393.43, 3,0.02,  393.15, 3,0.03, -500.71, 3,2.29, -495.08, 3,3.07,   34.53, 3,10.04, -272.63, 6,2.32
2014-03-01, 05:52, 2014.1623, UTC,SPO,  393.49, 3,0.06,  393.48, 3,0.07,  393.19, 3,0.03, -493.78, 3,1.61, -491.08, 3,1.35,   34.13, 3,4.74, -265.44, 6,1.69
2014-03-19, 14:48, 2014.2126, UTC,SPO,  393.50, 3,0.07,  393.53, 3,0.08,  393.22, 3,0.07, -502.17, 3,1.52, -496.49, 3,2.02,   29.39, 3,9.90, -273.59, 6,1.59
2014-04-01, 01:44, 2014.2468, UTC,SPO,  393.46, 3,0.01,  393.50, 3,0.01,  393.17, 3,0.00, -507.30, 3,3.65, -502.32, 3,2.83,   27.47, 3,1.27, -278.86, 6,3.66
2014-04-15, 03:23, 2014.2853, UTC,SPO,  393.68, 3,0.09,  393.68, 3,0.12,  393.38, 3,0.08, -513.50, 2,4.69, -508.18, 2,3.34,   26.82, 3,8.84, -284.09, 5,4.81
2014-05-02, 23:54, 2014.3342, UTC,SPO,  393.81, 3,0.08,  393.80, 3,0.07,  393.51, 3,0.11, -517.64, 3,0.82, -511.32, 3,2.59,   40.44, 3,5.58, -287.61, 6,0.89
2014-05-15, 01:51, 2014.3673, UTC,SPO,  394.06, 3,0.07,  394.07, 3,0.06,  393.73, 3,0.08, -522.83, 3,1.94, -518.47, 3,1.51,   23.57, 3,2.93, -291.41, 6,2.00
2014-06-01, 01:49, 2014.4139, UTC,SPO,  394.21, 3,0.05,  394.26, 3,0.02,  393.90, 3,0.04, -526.44, 3,1.56, -521.88, 3,1.80,   23.56, 3,9.71, -293.98, 6,1.58
2014-06-15, 01:17, 2014.4522, UTC,SPO,  394.28, 3,0.04,  394.30, 3,0.01,  393.98, 3,0.03, -540.23, 3,3.08, -534.23, 3,1.23,   15.96, 3,7.27, -307.60, 6,3.09
2014-07-01, 23:48, 2014.4986, UTC,SPO,  394.54, 3,0.10,  394.58, 3,0.08,  394.22, 3,0.09, -529.21, 3,3.11, -522.02, 3,2.53,   52.91, 3,6.47, -295.08, 6,3.19
2014-07-15, 02:16, 2014.5345, UTC,SPO,  394.85, 3,0.08,  394.86, 3,0.10,  394.55, 3,0.05, -544.54, 3,1.09, -541.10, 3,0.43,   22.71, 3,6.13, -308.94, 6,1.19
2014-08-01, 18:47, 2014.5830, UTC,SPO,  395.16, 3,0.04,  395.17, 3,0.05,  394.82, 3,0.05, -549.20, 3,2.41, -543.94, 3,2.98,   42.43, 3,4.55, -311.97, 6,2.46
2014-08-15, 01:08, 2014.6193, UTC,SPO,  395.27, 3,0.08,  395.32, 3,0.08,  394.92, 3,0.08, -557.49, 3,0.89, -550.48, 3,1.02,   29.03, 3,6.85, -319.47, 6,0.97
2014-09-02, 02:06, 2014.6687, UTC,SPO,  395.62, 3,0.12,  395.65, 3,0.10,  395.25, 3,0.11, -557.70, 3,2.12, -551.17, 3,2.39,   60.25, 3,7.59, -317.96, 6,2.22
2014-09-15, 02:49, 2014.7044, UTC,SPO,  395.61, 3,0.02,  395.66, 3,0.00,  395.26, 3,0.03, -561.42, 3,0.93, -552.80, 3,2.04,   51.28, 3,5.85, -321.65, 6,0.93
2014-10-02, 00:48, 2014.7508, UTC,SPO,  395.75, 3,0.07,  395.78, 3,0.06,  395.37, 3,0.09, -566.93, 3,2.91, -561.01, 3,2.59,   27.75, 3,5.85, -326.49, 6,2.97
2014-10-15, 01:23, 2014.7865, UTC,SPO,  395.79, 3,0.05,  395.80, 3,0.02,  395.41, 3,0.04, -569.05, 3,1.71, -563.75, 3,0.09,   25.45, 3,3.03, -328.55, 6,1.73
2014-11-01, 01:26, 2014.8330, UTC,SPO,  395.72, 3,0.08,  395.75, 3,0.03,  395.32, 3,0.05, -561.74, 3,0.94, -557.12, 3,1.70,   -2.85, 3,2.92, -321.48, 6,0.97
2014-11-15, 04:19, 2014.8717, UTC,SPO,  395.70, 2,0.06,  395.76, 2,0.08,  395.33, 2,0.01, -556.95, 2,2.53, -552.25, 2,4.80,    6.04, 2,3.61, -316.64, 4,2.62
2014-12-16, 02:40, 2014.9565, UTC,SPO,  395.59, 3,0.07,  395.62, 3,0.06,  395.24, 3,0.10, -545.49, 3,0.54, -543.50, 3,0.81,   23.93, 3,5.43, -305.91, 6,0.60
2015-01-02, 03:30, 2015.0031, UTC,SPO,  395.67, 3,0.05,  395.71, 3,0.04,  395.32, 3,0.08, -538.12, 3,2.87, -532.10, 3,2.03,   14.88, 3,6.16, -298.08, 6,2.90
2015-01-12, 03:37, 2015.0306, UTC,SPO,  395.70, 3,0.02,  395.73, 3,0.02,  395.36, 3,0.02, -557.91, 3,0.97, -552.24, 3,0.76,    2.11, 3,3.16, -317.74, 6,0.99
2015-01-15, 04:27, 2015.0389, UTC,SPO,  395.62, 3,0.06,  395.66, 3,0.08,  395.26, 3,0.07, -532.83, 3,2.62, -527.02, 3,0.69,   14.31, 3,2.91, -293.03, 6,2.70
2015-02-02, 16:46, 2015.0896, UTC,SPO,  395.86, 3,0.02,  395.84, 3,0.02,  395.45, 3,0.05, -527.41, 3,0.36, -521.29, 3,0.58,   22.00, 3,4.91, -286.66, 6,0.38
2015-02-08, 02:16, 2015.1044, UTC,SPO,  395.84, 3,0.01,  395.86, 3,0.02,  395.45, 3,0.03, -521.12, 3,2.71, -517.83, 3,1.85,   26.78, 3,0.85, -280.30, 6,2.74
2015-02-16, 04:05, 2015.1265, UTC,SPO,  395.72, 3,0.02,  395.77, 3,0.02,  395.32, 3,0.03, -522.03, 2,2.09, -516.07, 3,1.83,   34.83, 3,1.49, -281.65, 5,2.11
2015-03-01, 00:11, 2015.1617, UTC,SPO,  395.32, 1,0.00,  395.36, 1,0.00,  394.91, 1,0.00, -515.32, 1,0.00, -511.97, 1,0.00,   42.33, 1,0.00, -277.11, 2,0.00
2015-03-01, 23:37, 2015.1643, UTC,SPO,  395.35, 2,0.06,  395.43, 2,0.11,  394.99, 2,0.03, -518.66, 1,0.00, -510.49, 2,4.53,   33.38, 2,11.79, -280.11, 3,0.11
2015-03-16, 20:25, 2015.2051, UTC,SPO,  395.52, 3,0.09,  395.55, 3,0.09,  395.12, 3,0.08, -521.80, 3,2.19, -516.10, 3,2.48,   32.09, 3,2.46, -282.57, 6,2.28
2015-04-01, 02:47, 2015.2469, UTC,SPO,  395.71, 3,0.03,  395.78, 3,0.01,  395.35, 3,0.01, -521.40, 3,2.74, -515.11, 3,2.01,   46.64, 3,2.75, -280.97, 6,2.75
2015-04-15, 05:05, 2015.2855, UTC,SPO,  396.09, 3,0.09,  396.12, 2,0.05,  395.71, 3,0.08, -537.29, 3,4.43, -528.39, 3,4.29,   29.17, 3,11.17, -295.12, 5,4.48
2015-05-01, 22:50, 2015.3314, UTC,SPO,  396.13, 3,0.04,  396.25, 3,0.01,  395.74, 3,0.03, -539.40, 3,2.14, -530.00, 3,2.04,   30.41, 3,7.76, -296.52, 6,2.15
2015-05-15, 04:55, 2015.3677, UTC,SPO,  396.44, 3,0.12,  396.50, 3,0.13,  396.01, 3,0.13, -548.94, 3,2.71, -542.09, 3,1.33,   27.17, 3,5.14, -304.76, 6,2.84
2015-06-01, 06:49, 2015.4145, UTC,SPO,  396.85, 3,0.02,  396.92, 3,0.03,  396.47, 3,0.02, -555.06, 3,1.76, -543.96, 3,1.71,   33.07, 3,3.52, -308.66, 6,1.79
2015-06-15, 03:49, 2015.4525, UTC,SPO,  396.66, 3,0.06,  396.71, 3,0.03,  396.23, 3,0.05, -562.61, 3,1.15, -554.90, 3,0.54,   17.51, 3,8.94, -317.29, 6,1.18
2015-07-01, 03:56, 2015.4963, UTC,SPO,  397.01, 3,0.05,  397.10, 3,0.09,  396.55, 3,0.07, -563.41, 2,3.30, -557.10, 3,1.87,   36.64, 3,4.30, -316.08, 5,3.40
2015-07-15, 05:18, 2015.5349, UTC,SPO,  397.33, 3,0.06,  397.43, 3,0.05,  396.92, 3,0.08, -576.09, 3,1.35, -569.43, 3,1.05,   13.40, 3,3.05, -327.03, 6,1.40
2015-08-02, 04:05, 2015.5840, UTC,SPO,  397.58, 3,0.01,  397.62, 3,0.02,  397.18, 3,0.02, -596.78, 2,3.81, -588.49, 3,2.26,    3.23, 3,4.27, -346.71, 5,3.83
2015-08-15, 03:56, 2015.6196, UTC,SPO,  397.86, 3,0.04,  397.95, 3,0.03,  397.40, 3,0.06, -588.38, 3,4.93, -582.56, 3,2.95,   21.96, 3,13.11, -336.57, 6,4.95
2015-09-01, 03:05, 2015.6661, UTC,SPO,  398.26, 3,0.06,  398.34, 3,0.05,  397.78, 3,0.08, -613.33, 2,3.12, -600.59, 3,2.70,   15.94, 3,5.68, -359.48, 5,3.17
2015-09-16, 01:58, 2015.7071, UTC,SPO,  398.31, 3,0.02,  398.42, 3,0.02,  397.85, 3,0.01, -597.87, 3,2.53, -594.30, 3,0.93,   24.59, 3,3.29, -343.58, 6,2.56
2015-10-01, 03:58, 2015.7484, UTC,SPO,  398.39, 3,0.07,  398.48, 3,0.08,  397.89, 3,0.05, -606.14, 3,1.03, -598.99, 3,1.47,   -5.33, 3,3.33, -351.52, 6,1.11
2015-10-18, 03:09, 2015.7949, UTC,SPO,  398.44, 3,0.06,  398.53, 3,0.05,  397.98, 3,0.08, -597.68, 3,1.94, -587.46, 3,1.38,   17.05, 3,11.50, -342.81, 6,1.99
2015-11-01, 02:23, 2015.8331, UTC,SPO,  398.49, 3,0.07,  398.60, 3,0.06,  398.03, 3,0.08, -594.11, 2,6.36, -588.30, 3,0.24,   29.39, 3,2.74, -338.88, 5,6.43
2015-11-15, 01:01, 2015.8713, UTC,SPO,  398.49, 2,0.16,  398.56, 2,0.16,  398.05, 2,0.11, -593.29, 2,3.45, -585.50, 2,1.34,    2.31, 2,0.77, -338.25, 4,3.61
2015-12-04, 23:03, 2015.9259, UTC,SPO,  398.55, 3,0.10,  398.61, 3,0.10,  398.13, 3,0.08, -583.74, 3,1.58, -579.07, 3,0.73,    7.64, 3,3.51, -328.46, 6,1.68
2015-12-15, 01:38, 2015.9536, UTC,SPO,  398.41, 3,0.03,  398.48, 3,0.01,  398.01, 3,0.02, -577.51, 3,1.80, -572.78, 3,2.72,   10.35, 3,5.72, -322.89, 6,1.82
2016-01-09, 22:16, 2016.0244, UTC,SPO,  398.61, 3,0.07,  398.66, 3,0.05,  398.18, 3,0.07, -570.06, 3,4.71, -562.18, 3,0.75,   10.70, 3,6.17, -314.53, 6,4.75
2016-01-18, 22:00, 2016.0490, UTC,SPO,  398.35, 3,0.03,  398.38, 3,0.04,  397.95, 3,0.01, -562.22, 2,2.96, -550.44, 3,0.78,   18.58, 3,1.67, -308.13, 5,3.00
2016-01-31, 21:54, 2016.0845, UTC,SPO,  398.43, 3,0.10,  398.48, 3,0.11,  397.99, 3,0.10, -552.83, 3,2.26, -545.28, 3,1.08,   25.49, 3,0.37, -298.24, 6,2.36
2016-02-15, 22:51, 2016.1256, UTC,SPO,  398.50, 3,0.10,  398.51, 3,0.08,  398.06, 3,0.11, -554.55, 3,2.21, -549.21, 3,2.15,   32.74, 3,7.09, -299.81, 6,2.29
2016-03-01, 22:45, 2016.1665, UTC,SPO,  399.04, 3,0.11,  399.13, 3,0.14,  398.61, 3,0.10, -551.71, 3,3.73, -545.88, 3,1.22,   42.48, 3,2.42, -293.70, 6,3.87
2016-03-15, 21:15, 2016.2046, UTC,SPO,  398.95, 3,0.02,  399.02, 3,0.01,  398.53, 3,0.01, -540.92, 3,0.82, -537.09, 3,2.46,   68.05, 3,5.24, -283.48, 6,0.83
2016-04-02, 21:52, 2016.2539, UTC,SPO,  398.49, 3,0.01,  398.52, 3,0.03,  398.04, 3,0.04, -547.33, 2,0.83, -540.83, 2,3.80,   79.37, 3,22.71, -292.52, 5,0.86
2016-04-17, 23:00, 2016.2950, UTC,SPO,  399.13, 3,0.10,  399.17, 3,0.09,  398.68, 3,0.10, -560.09, 3,2.68, -553.33, 3,0.78,   73.57, 3,9.66, -301.89, 6,2.78
