%-------
%  /data/instrument/database_active/output/station_average/psa_av.csv
% From Archive Dated 08-Apr-2019 13:12:39
%
% Aspirated and Non-aspirated sample mean flask results for Station PSA
%
% Column 1 is the sample date in YYYY-MM-DD format. 
%
% Column 2 is the sample time in HH:MM format. 
%
% Column 3 is the date in decimal format. 
%
% Column 4 is a flag for identifying uncertainty in the reported sampling time.
%   All sampling date/times are nominally corrected to UTC. But in some cases
%   the relevant correction is uncertain due to incomplete information on the
%   original sample log sheets. In this case Column 8 gives the (assumed)
%   correction applied (in hours). The flag is otherwise set to "UTC" indicating
%   that the time is not uncertain.
%
% Column 5 is a 3-letter station identifier.
%
%
% Licor:  CO2 concentration (ppm) as measured on Licor; corrected for
%     non-linearity and primary drift
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% Siemens: CO2 concentration (ppm) as measured on Siemens; corrected for
%     non-linearity and primary drift
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% 44/28: CO2 concentration (ppm) as calculated from reduced ratio 40/28
%     on ISOPRIME; corrected for primary drift and interferences
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% Interf:  delta O2/N2 from interferometer; corrected for CO2 interference
%     and primary drift
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% 32/28; delta 32/28 (per meg) on ISOPRIME; corrected for primary drift
%     and interferences
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% 40/28: delta  40/28 (per meg) on ISOPRIME; corrected for primary drift
%     and interferences
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
% APO: Atmospheric potential oxygen calculated from Siemens CO2 and Interferometer O2 as
%        APO =O2 + (1.1/0.20946)*(CO2-350) 
% N:   - Number of flasks retained in the average
% SD: Standard deviation of retained points in reported average
%
%
% Flasks with other flag values >0 have been rejected from sample mean for other reasons.
%
%
%     Date,  Time, T-Decimal,Zone,Sta,   Licor, N,  SD, Siemens, N,  SD,   44/28, N,  SD,  Interf, N,  SD,   32/28, N,  SD,   40/28, N,  SD,     APO, N,  SD
%-------
2017-10-16, 13:22, 2017.7906, UTC,PSA,  403.73, 3,0.05,  403.84, 3,0.04,  403.07, 3,0.04, -669.79, 2,3.25, -654.86, 2,1.65,   11.30, 2,1.07, -387.04, 5,3.29
2017-11-01, 16:39, 2017.8348, UTC,PSA,  403.61, 2,0.00,  403.74, 2,0.04,  402.98, 2,0.04, -662.54, 2,4.31, -650.25, 2,6.17,   20.39, 2,9.09, -380.32, 4,4.36
2017-11-14, 14:08, 2017.8701, UTC,PSA,  403.31, 2,0.04,  403.40, 2,0.02,  402.66, 2,0.01, -637.77, 2,3.07, -626.94, 2,0.50,   10.60, 2,2.28, -357.31, 4,3.09
2017-12-09, 10:52, 2017.9382, UTC,PSA,  403.37, 2,0.01,  403.53, 2,0.04,  402.74, 2,0.01, -620.48, 2,5.38, -618.20, 2,0.33,   14.42, 2,2.35, -339.37, 4,5.42
2017-12-17, 00:19, 2017.9589, UTC,PSA,  403.31, 1,0.00,  403.47, 1,0.00,  402.71, 1,0.00, -630.13, 1,0.00, -622.81, 1,0.00,    9.97, 1,0.00, -349.33, 2,0.00
2017-12-17, 23:58, 2017.9616, UTC,PSA,  403.24, 1,0.00,  403.34, 1,0.00,  402.61, 1,0.00, -623.27, 1,0.00, -614.69, 1,0.00,    7.79, 1,0.00, -343.15, 2,0.00
2018-01-04, 15:55, 2018.0100, UTC,PSA,  403.26, 2,0.03,  403.40, 2,0.01,  402.65, 2,0.01, -621.09, 2,6.25, -613.60, 2,3.82,   14.39, 2,2.72, -340.63, 4,6.26
2018-01-15, 01:26, 2018.0385, UTC,PSA,  402.98, 2,0.15,  403.11, 2,0.08,  402.37, 2,0.08, -600.43, 2,4.55, -594.26, 2,0.21,   15.96, 2,4.53, -321.54, 4,4.63
2018-02-01, 21:37, 2018.0874, UTC,PSA,  403.32, 2,0.01,  403.44, 2,0.06,  402.71, 2,0.01, -586.69, 2,5.13, -583.18, 2,2.81,   30.86, 2,5.93, -306.04, 4,5.19
2018-02-21, 13:01, 2018.1412, UTC,PSA,  403.13, 3,0.06,  403.24, 3,0.06,  402.51, 3,0.04, -587.67, 2,5.00, -585.78, 3,1.44,   19.73, 3,0.77, -308.06, 5,5.06
2018-03-04, 15:25, 2018.1716, UTC,PSA,  403.31, 2,0.11,  403.43, 2,0.09,  402.67, 2,0.08, -584.21, 2,3.44, -581.40, 2,0.21,   28.53, 2,6.77, -303.65, 4,3.54
2018-03-15, 01:10, 2018.2001, UTC,PSA,  403.47, 3,0.07,  403.58, 3,0.09,  402.80, 3,0.08, -611.95, 2,1.62, -591.54, 3,1.81,   24.58, 3,3.13, -330.59, 5,1.71
2018-04-02, 15:13, 2018.2511, UTC,PSA,  403.55, 3,0.05,  403.68, 3,0.07,  402.89, 3,0.05, -612.55, 3,4.33, -603.22, 3,2.28,   23.74, 3,4.35, -330.64, 6,4.40
2018-04-17, 14:50, 2018.2921, UTC,PSA,  403.77, 2,0.01,  403.93, 2,0.06,  403.09, 2,0.02, -610.13, 2,1.99, -604.49, 2,4.88,   23.31, 2,5.13, -326.94, 4,2.05
2018-04-30, 14:10, 2018.3276, UTC,PSA,  404.14, 2,0.08,  404.26, 2,0.02,  403.51, 2,0.06, -631.16, 2,6.05, -622.95, 2,2.19,   13.43, 2,4.40, -346.18, 4,6.07
2018-05-16, 14:40, 2018.3715, UTC,PSA,  404.16, 3,0.06,  404.26, 3,0.04,  403.51, 3,0.05, -637.82, 3,0.55, -630.44, 3,0.67,   17.32, 3,4.04, -352.87, 6,0.59
2018-06-02, 18:20, 2018.4185, UTC,PSA,  404.43, 3,0.02,  404.53, 3,0.02,  403.79, 3,0.02, -640.23, 3,4.47, -636.21, 3,1.50,   13.82, 3,1.63, -353.84, 6,4.49
2018-06-15, 11:20, 2018.4533, UTC,PSA,  405.04, 3,0.04,  405.19, 3,0.00,  404.38, 3,0.01, -651.59, 3,4.59, -645.39, 3,1.53,   12.43, 3,2.44, -361.75, 6,4.59
2018-07-03, 13:02, 2018.5029, UTC,PSA,  404.76, 3,0.05,  404.92, 3,0.01,  404.11, 3,0.05, -651.18, 3,2.61, -643.25, 3,0.97,   11.04, 3,2.83, -362.78, 6,2.62
2018-07-19, 15:20, 2018.5470, UTC,PSA,  404.81, 3,0.05,  404.97, 3,0.05,  404.17, 3,0.04, -663.69, 3,3.72, -654.14, 3,0.95,    5.30, 3,2.78, -375.03, 6,3.77
2018-08-03, 14:30, 2018.5880, UTC,PSA,  405.56, 2,0.15,  405.75, 2,0.02,  404.86, 2,0.16, -659.07, 2,1.78, -652.95, 1,0.00,   28.70, 2,1.37, -366.27, 4,1.80
2018-08-15, 17:10, 2018.6211, UTC,PSA,  405.66, 2,0.03,  405.88, 2,0.09,  404.94, 2,0.02, -683.12, 2,1.05, -673.49, 2,0.35,    1.33, 2,4.29, -389.63, 4,1.15
2018-09-01, 00:10, 2018.6658, UTC,PSA,  405.44, 2,0.02,  405.57, 2,0.03,  404.73, 2,0.06, -677.20, 2,1.00, -676.21, 1,0.00,   -3.02, 2,4.89, -385.37, 4,1.03
2018-09-01, 23:40, 2018.6685, UTC,PSA,  405.44, 1,0.00,  405.61, 1,0.00,  404.73, 1,0.00, -673.52, 1,0.00, -672.75, 1,0.00,   -6.16, 1,0.00, -381.48, 2,0.00
2018-09-15, 15:30, 2018.7059, UTC,PSA,  405.80, 2,0.05,  405.99, 2,0.08,  405.10, 2,0.06, -683.61, 2,2.07, -677.94, 2,0.18,   13.53, 2,5.53, -389.59, 4,2.15
2018-10-07, 12:50, 2018.7658, UTC,PSA,  405.85, 2,0.11,  406.05, 2,0.10,  405.15, 2,0.12, -689.63, 2,3.38, -682.44, 2,1.38,   -0.04, 2,6.29, -395.28, 4,3.48
2018-10-27, 14:23, 2018.8208, UTC,PSA,  405.42, 3,0.04,  405.59, 3,0.02,  404.70, 3,0.08, -678.32, 3,1.06, -668.43, 2,1.40,    2.79, 3,1.21, -386.37, 6,1.08
2018-11-10, 15:29, 2018.8593, UTC,PSA,  405.58, 2,0.05,  405.72, 2,0.05,  404.88, 2,0.05, -679.41, 2,1.48, -668.57, 2,2.36,   11.56, 2,7.67, -386.82, 4,1.53
2018-11-29, 12:49, 2018.9111, UTC,PSA,  405.60, 2,0.06,  405.76, 2,0.02,  404.90, 2,0.05, -644.23, 2,3.68, -640.71, 2,0.24,   18.70, 2,1.48, -351.37, 4,3.71
2018-12-14, 12:31, 2018.9521, UTC,PSA,  405.60, 2,0.16,  405.77, 2,0.11,  404.92, 2,0.13, -650.56, 2,2.26, -649.83, 2,0.22,   10.45, 2,0.05, -357.68, 4,2.38
2018-12-30, 12:27, 2018.9959, UTC,PSA,  405.22, 2,0.01,  405.42, 2,0.08,  404.54, 2,0.03, -627.99, 2,0.78, -622.63, 2,0.17,   22.48, 2,0.40, -336.95, 4,0.86
