alt2 min phase gs dist fb fuel lat lon hdg
18300 0.1666667 1 249.8379 0.693573 4883.242 13.57298 -89.06603 165.703 358
18400 0.1666667 1 250.1516 0.6944444 4876.967 13.55556 -89.05447 165.6784 358
18500 0.1666667 1 250.4654 0.6953159 4870.693 13.53813 -89.04289 165.654 358
18600 0.1666667 1 250.7791 0.6961874 4864.418 13.5207 -89.03129 165.6299 358
18700 0.1666667 1 251.0928 0.6970588 4858.144 13.50327 -89.01968 165.6061 358
18800 0.1666667 1 251.4065 0.6979303 4851.869 13.48584 -89.00805 165.589 359
18900 0.1666667 1 251.7203 0.6988017 4845.595 13.46841 -88.99641 165.5773 359
19000 0.1666667 1 252.034 0.6996732 4839.32 13.45098 -88.98475 165.5657 359
19100 0.1666667 1 252.3477 0.7005447 4833.046 13.43355 -88.97307 165.5543 359
19200 0.1666667 1 252.6614 0.7014161 4826.771 13.41612 -88.96138 165.543 359
19300 0.1666667 1 252.9752 0.7022876 4820.497 13.39869 -88.94968 165.5318 359
19400 0.1666667 1 253.2889 0.703159 4814.222 13.38126 -88.93796 165.5207 359
19500 0.1666667 1 253.6026 0.7040305 4807.948 13.36383 -88.92623 165.5097 359
19600 0.1666667 1 253.9163 0.704902 4801.673 13.34641 -88.91449 165.4988 359
19700 0.1666667 1 254.2301 0.7057734 4795.399 13.32898 -88.90272 165.488 359
19800 0.1666667 1 254.5438 0.7066449 4789.124 13.31155 -88.89095 165.4774 359
19900 0.1666667 1 254.8575 0.7075163 4782.85 13.29412 -88.87916 165.4668 359
20000 0.1666667 1 255.1712 0.7083878 4776.575 13.27669 -88.86735 165.4563 359
20100 0.1666667 1 255.485 0.7092593 4770.301 13.25926 -88.85553 165.4459 359
20200 0.1666667 1 255.7987 0.7101307 4764.026 13.24183 -88.8437 165.4356 359
20300 0.1666667 1 256.1124 0.7110022 4757.752 13.2244 -88.83185 165.4254 359
20400 0.1666667 1 256.4261 0.7118736 4751.477 13.20697 -88.81999 165.4153 359
20500 0.1666667 1 256.7399 0.7127451 4745.203 13.18954 -88.80811 165.4053 359
20600 0.1666667 1 257.0536 0.7136166 4738.928 13.17211 -88.79622 165.3954 359
20700 0.1666667 1 257.3673 0.714488 4732.654 13.15468 -88.78431 165.3855 359
20800 0.1666667 1 257.681 0.7153595 4726.379 13.13725 -88.77239 165.3758 359
20900 0.1666667 1 257.9948 0.7162309 4720.105 13.11983 -88.76046 165.3661 359
21000 0.1666667 1 258.3085 0.7171024 4713.83 13.1024 -88.74851 165.3565 359
21100 0.1666667 1 258.6222 0.7179739 4707.556 13.08497 -88.73654 165.347 359
21200 0.1666667 1 258.9359 0.7188453 4701.281 13.06754 -88.72456 165.3376 359
21300 0.1666667 1 259.2497 0.7197168 4695.007 13.05011 -88.71257 165.3282 359
21400 0.1666667 1 259.5634 0.7205882 4688.732 13.03268 -88.70056 165.3189 359
21500 0.1666667 1 259.8771 0.7214597 4682.458 13.01525 -88.68854 165.3097 359
21600 0.1666667 1 260.1908 0.7223312 4676.183 12.99782 -88.6765 165.3006 359
21700 0.1666667 1 260.5046 0.7232026 4669.908 12.98039 -88.66445 165.2915 359
21800 0.1666667 1 260.8183 0.7240741 4663.634 12.96296 -88.65239 165.2825 359
21900 0.1666667 1 261.132 0.7249455 4657.359 12.94553 -88.64031 165.2736 359
22000 0.1666667 1 261.4458 0.725817 4651.085 12.9281 -88.62821 165.2647 359
